TransactionID,InvoiceNo,InvoiceDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,Description,Category,TotalPrice
1007,INV03861,11-03-2022 22:00,CUST0215,PROD033,4,489.14,0,Product 33,Toys,1956.56
1008,INV01107,12-03-2022 00:00,CUST0069,PROD020,1,359.6,0,Product 20,Toys,359.6
1009,INV00108,12-03-2022 02:00,CUST0333,PROD049,1,400.86,5,Product 49,Electronics,380.817
1010,INV03667,12-03-2022 07:00,CUST0357,PROD003,2,328.79,10,Product 3,Home & Kitchen,591.822
1011,INV04826,12-03-2022 09:00,CUST0189,PROD018,2,415.56,0,Product 18,Grocery,831.12
1012,INV01627,12-03-2022 09:00,CUST0256,PROD049,1,93.03,0,Product 49,Electronics,93.03
1013,INV00596,12-03-2022 09:00,CUST0257,PROD050,2,431.7,20,Product 50,Toys,690.72
1014,INV00629,12-03-2022 10:00,CUST0268,PROD016,4,118.45,15,Product 16,Toys,402.73
1015,INV01325,12-03-2022 10:00,CUST0300,PROD016,1,96.73,0,Product 16,Toys,96.73
1016,INV02683,12-03-2022 15:00,CUST0051,PROD040,2,95.14,0,Product 40,Toys,190.28
1017,INV03086,12-03-2022 19:00,CUST0041,PROD017,1,169,0,Product 17,Grocery,169
1018,INV03145,12-03-2022 22:00,CUST0302,PROD007,3,481.71,5,Product 7,Home & Kitchen,1372.8735
1019,INV01670,13-03-2022 02:00,CUST0268,PROD037,4,80.32,15,Product 37,Grocery,273.088
1020,INV00667,13-03-2022 05:00,CUST0258,PROD038,3,9.74,10,Product 38,Home & Kitchen,26.298
1021,INV01854,13-03-2022 11:00,CUST0448,PROD009,1,137.08,0,Product 9,Home & Kitchen,137.08
1022,INV01398,13-03-2022 12:00,CUST0019,PROD001,2,135.55,0,Product 1,Toys,271.1
1023,INV00678,13-03-2022 12:00,CUST0438,PROD013,3,261.05,20,Product 13,Grocery,626.52
1024,INV00311,13-03-2022 13:00,CUST0191,PROD048,2,77.3,0,Product 48,Toys,154.6
1025,INV01048,13-03-2022 15:00,CUST0300,PROD036,4,294.8,15,Product 36,Grocery,1002.32
1026,INV04089,13-03-2022 17:00,CUST0257,PROD010,1,265.28,0,Product 10,Sports,265.28
1027,INV04344,13-03-2022 17:00,CUST0368,PROD010,1,209.62,0,Product 10,Sports,209.62
1028,INV01668,13-03-2022 17:00,CUST0166,PROD021,4,189.02,10,Product 21,Sports,680.472
1029,INV01954,13-03-2022 20:00,CUST0223,PROD033,3,32.53,5,Product 33,Toys,92.7105
1030,INV04512,13-03-2022 21:00,CUST0232,PROD034,4,221.01,10,Product 34,Toys,795.636
1031,INV02515,13-03-2022 21:00,CUST0196,PROD018,4,153.59,0,Product 18,Grocery,614.36
1032,INV04603,13-03-2022 21:00,CUST0465,PROD029,2,320.88,15,Product 29,Electronics,545.496
1033,INV01826,13-03-2022 22:00,CUST0281,PROD032,1,148.11,0,Product 32,Clothing,148.11
1034,INV01319,14-03-2022 00:00,CUST0134,PROD007,2,168.07,0,Product 7,Home & Kitchen,336.14
1035,INV04939,14-03-2022 06:00,CUST0271,PROD048,2,137.96,20,Product 48,Toys,220.736
1036,INV01094,14-03-2022 08:00,CUST0090,PROD030,2,342.63,0,Product 30,Home & Kitchen,685.26
1037,INV02177,14-03-2022 09:00,CUST0003,PROD026,4,114.35,20,Product 26,Sports,365.92
1038,INV03009,14-03-2022 10:00,CUST0187,PROD004,4,310.11,10,Product 4,Sports,1116.396
1039,INV01461,14-03-2022 13:00,CUST0431,PROD031,1,436.07,15,Product 31,Home & Kitchen,370.6595
1040,INV04785,14-03-2022 13:00,CUST0415,PROD019,3,291.01,20,Product 19,Clothing,698.424
1041,INV02694,14-03-2022 18:00,CUST0482,PROD050,4,275.62,0,Product 50,Toys,1102.48
1042,INV04862,14-03-2022 21:00,CUST0240,PROD038,4,19.23,0,Product 38,Home & Kitchen,76.92
1043,INV03737,14-03-2022 22:00,CUST0154,PROD023,4,480.41,0,Product 23,Toys,1921.64
1044,INV03116,14-03-2022 23:00,CUST0363,PROD015,3,287.65,0,Product 15,Clothing,862.95
1045,INV02303,15-03-2022 00:00,CUST0132,PROD017,1,458.8,20,Product 17,Grocery,367.04
1046,INV01556,15-03-2022 02:00,CUST0280,PROD010,3,343.9,0,Product 10,Sports,1031.7
1047,INV00097,15-03-2022 02:00,CUST0114,PROD048,2,318.13,0,Product 48,Toys,636.26
1048,INV02033,15-03-2022 02:00,CUST0238,PROD004,2,262.68,0,Product 4,Sports,525.36
1049,INV00892,15-03-2022 03:00,CUST0218,PROD028,4,490.94,0,Product 28,Electronics,1963.76
1050,INV01760,15-03-2022 04:00,CUST0137,PROD003,3,243.97,15,Product 3,Home & Kitchen,622.1235
1051,INV03744,15-03-2022 05:00,CUST0017,PROD045,2,60.75,20,Product 45,Sports,97.2
1052,INV02677,15-03-2022 11:00,CUST0284,PROD015,3,491.21,0,Product 15,Clothing,1473.63
1053,INV03232,15-03-2022 12:00,CUST0349,PROD004,1,144.39,5,Product 4,Sports,137.1705
1054,INV01097,15-03-2022 12:00,CUST0155,PROD018,2,267.66,5,Product 18,Grocery,508.554
1055,INV03231,15-03-2022 18:00,CUST0146,PROD019,2,321.69,0,Product 19,Clothing,643.38
1056,INV03640,15-03-2022 21:00,CUST0375,PROD032,2,39.33,10,Product 32,Clothing,70.794
1057,INV04402,15-03-2022 21:00,CUST0413,PROD023,2,273.18,0,Product 23,Toys,546.36
1058,INV03402,15-03-2022 22:00,CUST0002,PROD031,1,298.95,5,Product 31,Home & Kitchen,284.0025
1059,INV00244,16-03-2022 01:00,CUST0290,PROD028,4,195.5,0,Product 28,Electronics,782
1060,INV03016,16-03-2022 01:00,CUST0120,PROD009,1,79.43,20,Product 9,Home & Kitchen,63.544
1061,INV03670,16-03-2022 03:00,CUST0009,PROD007,1,474.39,15,Product 7,Home & Kitchen,403.2315
1062,INV02461,16-03-2022 05:00,CUST0379,PROD048,2,146.47,10,Product 48,Toys,263.646
1063,INV00641,16-03-2022 06:00,CUST0314,PROD048,3,352.32,20,Product 48,Toys,845.568
1064,INV00514,16-03-2022 06:00,CUST0351,PROD048,3,83.78,0,Product 48,Toys,251.34
1065,INV03755,16-03-2022 08:00,CUST0175,PROD003,4,128.06,0,Product 3,Home & Kitchen,512.24
1066,INV00364,16-03-2022 09:00,CUST0028,PROD008,2,99.45,0,Product 8,Home & Kitchen,198.9
1067,INV04494,16-03-2022 11:00,CUST0472,PROD035,4,170.71,5,Product 35,Grocery,648.698
1068,INV00231,16-03-2022 13:00,CUST0187,PROD012,1,173.96,0,Product 12,Home & Kitchen,173.96
1069,INV04648,16-03-2022 13:00,CUST0174,PROD006,4,54.66,10,Product 6,Clothing,196.776
1070,INV02264,16-03-2022 13:00,CUST0049,PROD040,1,429.88,10,Product 40,Toys,386.892
1071,INV02388,16-03-2022 14:00,CUST0359,PROD045,2,54.82,0,Product 45,Sports,109.64
1072,INV02157,16-03-2022 17:00,CUST0362,PROD036,2,248.37,0,Product 36,Grocery,496.74
1073,INV02834,16-03-2022 18:00,CUST0467,PROD017,1,476.2,0,Product 17,Grocery,476.2
1074,INV03054,16-03-2022 21:00,CUST0342,PROD046,2,279.84,0,Product 46,Electronics,559.68
1075,INV01906,16-03-2022 22:00,CUST0068,PROD037,3,339.74,5,Product 37,Grocery,968.259
1076,INV03838,17-03-2022 00:00,CUST0146,PROD050,1,370.71,10,Product 50,Toys,333.639
1077,INV00355,17-03-2022 02:00,CUST0107,PROD030,3,155.62,0,Product 30,Home & Kitchen,466.86
1078,INV03507,17-03-2022 06:00,CUST0339,PROD050,4,30.21,20,Product 50,Toys,96.672
1079,INV03446,17-03-2022 09:00,CUST0204,PROD038,2,249.76,0,Product 38,Home & Kitchen,499.52
1080,INV03048,17-03-2022 10:00,CUST0026,PROD024,2,121.8,0,Product 24,Clothing,243.6
1081,INV04621,17-03-2022 12:00,CUST0347,PROD018,4,172.07,10,Product 18,Grocery,619.452
1082,INV03023,17-03-2022 13:00,CUST0244,PROD016,3,243.6,0,Product 16,Toys,730.8
1083,INV04351,17-03-2022 14:00,CUST0487,PROD038,3,105.13,15,Product 38,Home & Kitchen,268.0815
1084,INV00645,17-03-2022 19:00,CUST0284,PROD002,1,300.21,15,Product 2,Sports,255.1785
1085,INV00681,17-03-2022 20:00,CUST0180,PROD006,2,174.8,5,Product 6,Clothing,332.12
1086,INV01266,17-03-2022 21:00,CUST0333,PROD042,4,309.25,5,Product 42,Home & Kitchen,1175.15
1087,INV01684,17-03-2022 23:00,CUST0031,PROD030,3,20.53,5,Product 30,Home & Kitchen,58.5105
1088,INV02726,17-03-2022 23:00,CUST0355,PROD027,4,79.86,20,Product 27,Toys,255.552
1089,INV01767,18-03-2022 00:00,CUST0420,PROD046,3,125.2,0,Product 46,Electronics,375.6
1090,INV02216,18-03-2022 03:00,CUST0373,PROD003,3,177.06,15,Product 3,Home & Kitchen,451.503
1091,INV01932,18-03-2022 06:00,CUST0449,PROD049,4,86.96,0,Product 49,Electronics,347.84
1092,INV03059,18-03-2022 07:00,CUST0393,PROD010,2,410.42,0,Product 10,Sports,820.84
1093,INV01674,18-03-2022 07:00,CUST0113,PROD024,2,370.98,5,Product 24,Clothing,704.862
1094,INV01521,18-03-2022 08:00,CUST0213,PROD036,4,235.99,0,Product 36,Grocery,943.96
1095,INV00375,18-03-2022 10:00,CUST0174,PROD046,3,374.11,20,Product 46,Electronics,897.864
1096,INV03857,18-03-2022 16:00,CUST0156,PROD003,1,426.89,10,Product 3,Home & Kitchen,384.201
1097,INV02456,18-03-2022 19:00,CUST0271,PROD013,3,11.71,15,Product 13,Grocery,29.8605
1098,INV04488,18-03-2022 21:00,CUST0094,PROD039,2,59.59,0,Product 39,Toys,119.18
1099,INV01511,18-03-2022 23:00,CUST0291,PROD009,2,411.31,0,Product 9,Home & Kitchen,822.62
1100,INV00168,19-03-2022 00:00,CUST0120,PROD008,3,78.93,10,Product 8,Home & Kitchen,213.111
1101,INV04109,19-03-2022 01:00,CUST0324,PROD027,1,45.35,20,Product 27,Toys,36.28
1102,INV00421,19-03-2022 02:00,CUST0004,PROD049,3,455.19,10,Product 49,Electronics,1229.013
1103,INV04107,19-03-2022 06:00,CUST0098,PROD031,1,14.61,0,Product 31,Home & Kitchen,14.61
1104,INV00497,19-03-2022 09:00,CUST0494,PROD008,1,74.33,15,Product 8,Home & Kitchen,63.1805
1105,INV02624,19-03-2022 11:00,CUST0293,PROD006,4,410.93,10,Product 6,Clothing,1479.348
1106,INV02107,19-03-2022 12:00,CUST0341,PROD047,3,27.01,15,Product 47,Clothing,68.8755
1107,INV03576,19-03-2022 12:00,CUST0105,PROD047,1,36.43,15,Product 47,Clothing,30.9655
1108,INV00395,19-03-2022 13:00,CUST0258,PROD007,3,429.69,15,Product 7,Home & Kitchen,1095.7095
1109,INV03253,19-03-2022 13:00,CUST0433,PROD002,3,92.01,10,Product 2,Sports,248.427
1110,INV04080,19-03-2022 16:00,CUST0227,PROD007,2,333.67,10,Product 7,Home & Kitchen,600.606
1111,INV04309,19-03-2022 19:00,CUST0104,PROD045,2,316.53,0,Product 45,Sports,633.06
1112,INV02037,19-03-2022 20:00,CUST0028,PROD047,2,60.26,0,Product 47,Clothing,120.52
1113,INV03763,19-03-2022 20:00,CUST0296,PROD026,4,306.23,0,Product 26,Sports,1224.92
1114,INV01809,19-03-2022 23:00,CUST0103,PROD009,2,72.15,10,Product 9,Home & Kitchen,129.87
1115,INV03130,20-03-2022 00:00,CUST0230,PROD029,4,26,5,Product 29,Electronics,98.8
1116,INV03406,20-03-2022 00:00,CUST0185,PROD035,1,203.93,0,Product 35,Grocery,203.93
1117,INV02003,20-03-2022 01:00,CUST0419,PROD009,2,474.24,0,Product 9,Home & Kitchen,948.48
1118,INV00490,20-03-2022 03:00,CUST0068,PROD008,4,258.36,15,Product 8,Home & Kitchen,878.424
1119,INV02275,20-03-2022 03:00,CUST0298,PROD002,2,444.93,10,Product 2,Sports,800.874
1120,INV00045,20-03-2022 04:00,CUST0170,PROD019,4,296.97,0,Product 19,Clothing,1187.88
1121,INV04664,20-03-2022 05:00,CUST0001,PROD002,1,148.6,15,Product 2,Sports,126.31
1122,INV01496,20-03-2022 06:00,CUST0033,PROD017,1,313.98,0,Product 17,Grocery,313.98
1123,INV00748,20-03-2022 07:00,CUST0247,PROD048,3,254.01,0,Product 48,Toys,762.03
1124,INV04965,20-03-2022 09:00,CUST0478,PROD046,2,379.78,15,Product 46,Electronics,645.626
1125,INV01783,20-03-2022 09:00,CUST0162,PROD035,2,137.97,0,Product 35,Grocery,275.94
1126,INV01870,20-03-2022 10:00,CUST0144,PROD029,4,73.02,5,Product 29,Electronics,277.476
1127,INV02483,20-03-2022 11:00,CUST0037,PROD047,1,243.35,5,Product 47,Clothing,231.1825
1128,INV03141,20-03-2022 11:00,CUST0245,PROD001,4,466.35,0,Product 1,Toys,1865.4
1129,INV03073,20-03-2022 12:00,CUST0248,PROD050,2,23.45,0,Product 50,Toys,46.9
1130,INV00021,20-03-2022 13:00,CUST0147,PROD023,4,379.08,0,Product 23,Toys,1516.32
1131,INV03207,20-03-2022 16:00,CUST0322,PROD007,2,150.09,10,Product 7,Home & Kitchen,270.162
1132,INV03038,20-03-2022 20:00,CUST0345,PROD033,2,181.94,0,Product 33,Toys,363.88
1133,INV01332,20-03-2022 20:00,CUST0393,PROD004,2,84.06,15,Product 4,Sports,142.902
1134,INV00062,20-03-2022 21:00,CUST0441,PROD014,4,80.58,0,Product 14,Sports,322.32
1135,INV02877,20-03-2022 21:00,CUST0067,PROD004,1,244.78,5,Product 4,Sports,232.541
1136,INV01735,20-03-2022 22:00,CUST0398,PROD023,2,183.97,0,Product 23,Toys,367.94
1137,INV04935,20-03-2022 22:00,CUST0374,PROD047,1,251.33,0,Product 47,Clothing,251.33
1138,INV00158,20-03-2022 23:00,CUST0318,PROD021,1,180.19,20,Product 21,Sports,144.152
1139,INV03970,21-03-2022 01:00,CUST0106,PROD015,2,87.12,10,Product 15,Clothing,156.816
1140,INV01276,21-03-2022 04:00,CUST0260,PROD001,2,426.81,15,Product 1,Toys,725.577
1141,INV04084,21-03-2022 06:00,CUST0464,PROD040,4,140.25,0,Product 40,Toys,561
1142,INV00868,21-03-2022 10:00,CUST0066,PROD038,2,369.86,0,Product 38,Home & Kitchen,739.72
1143,INV00368,21-03-2022 11:00,CUST0475,PROD008,3,156.79,0,Product 8,Home & Kitchen,470.37
1144,INV02772,21-03-2022 11:00,CUST0231,PROD031,1,77.38,0,Product 31,Home & Kitchen,77.38
1145,INV00133,21-03-2022 11:00,CUST0353,PROD026,3,44.22,20,Product 26,Sports,106.128
1146,INV04744,21-03-2022 11:00,CUST0362,PROD024,1,293.4,20,Product 24,Clothing,234.72
1147,INV01540,21-03-2022 13:00,CUST0496,PROD032,1,174.3,0,Product 32,Clothing,174.3
1148,INV03834,21-03-2022 13:00,CUST0489,PROD024,1,370.29,0,Product 24,Clothing,370.29
1149,INV03487,21-03-2022 13:00,CUST0092,PROD008,3,204.05,20,Product 8,Home & Kitchen,489.72
1150,INV00552,21-03-2022 14:00,CUST0166,PROD010,3,132.97,0,Product 10,Sports,398.91
1151,INV01572,21-03-2022 16:00,CUST0162,PROD047,1,33.07,5,Product 47,Clothing,31.4165
1152,INV04544,21-03-2022 16:00,CUST0001,PROD016,3,481.68,0,Product 16,Toys,1445.04
1153,INV00608,21-03-2022 19:00,CUST0083,PROD040,2,468.6,0,Product 40,Toys,937.2
1154,INV02880,21-03-2022 20:00,CUST0170,PROD044,3,119.34,0,Product 44,Home & Kitchen,358.02
1155,INV03382,21-03-2022 21:00,CUST0478,PROD032,2,248.77,5,Product 32,Clothing,472.663
1156,INV02878,21-03-2022 22:00,CUST0109,PROD043,4,47.95,10,Product 43,Sports,172.62
1157,INV03974,22-03-2022 07:00,CUST0402,PROD023,4,78.57,5,Product 23,Toys,298.566
1158,INV04697,22-03-2022 08:00,CUST0155,PROD033,2,336.84,5,Product 33,Toys,639.996
1159,INV02928,22-03-2022 12:00,CUST0476,PROD038,1,34.91,10,Product 38,Home & Kitchen,31.419
1160,INV02025,22-03-2022 16:00,CUST0444,PROD048,2,136.06,15,Product 48,Toys,231.302
1161,INV01769,22-03-2022 16:00,CUST0467,PROD022,1,91.16,5,Product 22,Electronics,86.602
1162,INV03450,22-03-2022 17:00,CUST0069,PROD048,2,433.61,10,Product 48,Toys,780.498
1163,INV00706,22-03-2022 19:00,CUST0475,PROD050,3,241.62,15,Product 50,Toys,616.131
1164,INV03839,22-03-2022 20:00,CUST0006,PROD004,3,178.97,20,Product 4,Sports,429.528
1165,INV03848,22-03-2022 21:00,CUST0287,PROD040,3,355.86,5,Product 40,Toys,1014.201
1166,INV02715,23-03-2022 02:00,CUST0106,PROD036,1,29.49,20,Product 36,Grocery,23.592
1167,INV01689,23-03-2022 07:00,CUST0176,PROD040,4,10.18,20,Product 40,Toys,32.576
1168,INV04421,23-03-2022 12:00,CUST0234,PROD050,4,106.52,5,Product 50,Toys,404.776
1169,INV00126,23-03-2022 16:00,CUST0220,PROD008,4,496.57,5,Product 8,Home & Kitchen,1886.966
1170,INV04696,23-03-2022 17:00,CUST0166,PROD030,2,350.21,20,Product 30,Home & Kitchen,560.336
1171,INV01287,23-03-2022 19:00,CUST0037,PROD029,1,428.26,0,Product 29,Electronics,428.26
1172,INV01771,23-03-2022 22:00,CUST0333,PROD030,1,94.38,10,Product 30,Home & Kitchen,84.942
1173,INV02713,24-03-2022 03:00,CUST0173,PROD042,1,423.45,0,Product 42,Home & Kitchen,423.45
1174,INV04283,24-03-2022 05:00,CUST0241,PROD005,1,425.46,0,Product 5,Sports,425.46
1175,INV04548,24-03-2022 07:00,CUST0462,PROD010,3,442.86,0,Product 10,Sports,1328.58
1176,INV01929,24-03-2022 14:00,CUST0477,PROD011,4,428.5,10,Product 11,Toys,1542.6
1177,INV02553,24-03-2022 17:00,CUST0399,PROD040,4,478.3,0,Product 40,Toys,1913.2
1178,INV02095,24-03-2022 17:00,CUST0117,PROD017,2,412.82,0,Product 17,Grocery,825.64
1179,INV01449,24-03-2022 18:00,CUST0129,PROD008,1,72.77,10,Product 8,Home & Kitchen,65.493
1180,INV03555,24-03-2022 18:00,CUST0359,PROD040,2,261.31,0,Product 40,Toys,522.62
1181,INV00593,24-03-2022 18:00,CUST0480,PROD024,3,490.05,20,Product 24,Clothing,1176.12
1182,INV00486,24-03-2022 19:00,CUST0280,PROD032,2,236.79,10,Product 32,Clothing,426.222
1183,INV02603,24-03-2022 22:00,CUST0361,PROD047,1,41.36,15,Product 47,Clothing,35.156
1184,INV03403,25-03-2022 00:00,CUST0016,PROD036,3,345.4,5,Product 36,Grocery,984.39
1185,INV02106,25-03-2022 03:00,CUST0245,PROD044,4,369.78,0,Product 44,Home & Kitchen,1479.12
1186,INV01083,25-03-2022 04:00,CUST0110,PROD003,2,75.86,20,Product 3,Home & Kitchen,121.376
1187,INV01872,25-03-2022 04:00,CUST0194,PROD047,3,300.9,0,Product 47,Clothing,902.7
1188,INV02122,25-03-2022 05:00,CUST0447,PROD029,2,180.04,5,Product 29,Electronics,342.076
1189,INV02386,25-03-2022 08:00,CUST0016,PROD038,3,271.08,15,Product 38,Home & Kitchen,691.254
1190,INV02592,25-03-2022 08:00,CUST0154,PROD006,3,373.28,0,Product 6,Clothing,1119.84
1191,INV02822,25-03-2022 09:00,CUST0200,PROD017,2,200.79,20,Product 17,Grocery,321.264
1192,INV00457,25-03-2022 09:00,CUST0255,PROD021,3,12.02,0,Product 21,Sports,36.06
1193,INV02102,25-03-2022 15:00,CUST0103,PROD047,3,144.98,5,Product 47,Clothing,413.193
1194,INV03362,25-03-2022 19:00,CUST0134,PROD028,3,79.32,0,Product 28,Electronics,237.96
1195,INV01881,25-03-2022 21:00,CUST0157,PROD034,2,408.88,5,Product 34,Toys,776.872
1196,INV00316,25-03-2022 22:00,CUST0259,PROD050,3,495.09,0,Product 50,Toys,1485.27
1197,INV01263,25-03-2022 23:00,CUST0362,PROD010,4,377.55,5,Product 10,Sports,1434.69
1198,INV00236,25-03-2022 23:00,CUST0196,PROD032,3,68.63,10,Product 32,Clothing,185.301
1199,INV04762,26-03-2022 01:00,CUST0009,PROD050,2,191.36,15,Product 50,Toys,325.312
1200,INV02611,26-03-2022 01:00,CUST0387,PROD025,2,354.01,0,Product 25,Grocery,708.02
1201,INV02166,26-03-2022 02:00,CUST0208,PROD024,1,174.62,10,Product 24,Clothing,157.158
1202,INV00731,26-03-2022 06:00,CUST0403,PROD021,4,334.72,20,Product 21,Sports,1071.104
1203,INV04208,26-03-2022 08:00,CUST0229,PROD043,2,372.58,0,Product 43,Sports,745.16
1204,INV02659,26-03-2022 08:00,CUST0027,PROD012,1,144.17,0,Product 12,Home & Kitchen,144.17
1205,INV04201,26-03-2022 08:00,CUST0097,PROD045,2,110.41,0,Product 45,Sports,220.82
1206,INV02623,26-03-2022 12:00,CUST0224,PROD005,4,315.11,10,Product 5,Sports,1134.396
1207,INV02019,26-03-2022 15:00,CUST0023,PROD025,1,237.34,0,Product 25,Grocery,237.34
1208,INV03572,26-03-2022 16:00,CUST0357,PROD031,3,411.59,0,Product 31,Home & Kitchen,1234.77
1209,INV04170,26-03-2022 19:00,CUST0410,PROD013,3,35.28,5,Product 13,Grocery,100.548
1210,INV00063,26-03-2022 22:00,CUST0420,PROD022,1,42.23,10,Product 22,Electronics,38.007
1211,INV00931,27-03-2022 00:00,CUST0036,PROD026,2,396.04,0,Product 26,Sports,792.08
1212,INV02378,27-03-2022 02:00,CUST0395,PROD010,3,80.78,0,Product 10,Sports,242.34
1213,INV04417,27-03-2022 04:00,CUST0092,PROD011,2,89.3,0,Product 11,Toys,178.6
1214,INV02233,27-03-2022 04:00,CUST0038,PROD026,4,383.73,0,Product 26,Sports,1534.92
1215,INV00956,27-03-2022 07:00,CUST0102,PROD023,3,427.84,0,Product 23,Toys,1283.52
1216,INV00842,27-03-2022 08:00,CUST0120,PROD014,4,253.42,15,Product 14,Sports,861.628
1217,INV03978,27-03-2022 12:00,CUST0325,PROD002,1,46.77,5,Product 2,Sports,44.4315
1218,INV02577,27-03-2022 13:00,CUST0182,PROD041,4,278.15,0,Product 41,Electronics,1112.6
1219,INV01469,27-03-2022 19:00,CUST0221,PROD007,3,436.56,0,Product 7,Home & Kitchen,1309.68
1220,INV04482,27-03-2022 21:00,CUST0021,PROD040,3,52.75,10,Product 40,Toys,142.425
1221,INV03543,27-03-2022 22:00,CUST0307,PROD026,2,433.65,0,Product 26,Sports,867.3
1222,INV02183,27-03-2022 23:00,CUST0105,PROD031,1,378.71,0,Product 31,Home & Kitchen,378.71
1223,INV00223,28-03-2022 00:00,CUST0107,PROD035,3,72.51,5,Product 35,Grocery,206.6535
1224,INV01584,28-03-2022 04:00,CUST0014,PROD016,2,437.54,15,Product 16,Toys,743.818
1225,INV03345,28-03-2022 06:00,CUST0274,PROD028,1,474.38,5,Product 28,Electronics,450.661
1226,INV00773,28-03-2022 08:00,CUST0130,PROD005,3,14.8,5,Product 5,Sports,42.18
1227,INV00177,28-03-2022 09:00,CUST0348,PROD035,1,259.27,0,Product 35,Grocery,259.27
1228,INV01423,28-03-2022 09:00,CUST0480,PROD043,2,101.15,0,Product 43,Sports,202.3
1229,INV04794,28-03-2022 12:00,CUST0464,PROD004,2,46.98,10,Product 4,Sports,84.564
1230,INV04229,28-03-2022 12:00,CUST0140,PROD027,4,179.78,20,Product 27,Toys,575.296
1231,INV04045,28-03-2022 13:00,CUST0309,PROD036,4,283.18,0,Product 36,Grocery,1132.72
1232,INV01565,28-03-2022 16:00,CUST0290,PROD034,1,367.71,15,Product 34,Toys,312.5535
1233,INV01156,28-03-2022 19:00,CUST0084,PROD002,1,447.98,20,Product 2,Sports,358.384
1234,INV00289,28-03-2022 19:00,CUST0405,PROD003,3,398.28,10,Product 3,Home & Kitchen,1075.356
1235,INV00172,29-03-2022 08:00,CUST0023,PROD037,4,388.36,0,Product 37,Grocery,1553.44
1236,INV03941,29-03-2022 08:00,CUST0091,PROD036,1,429.43,15,Product 36,Grocery,365.0155
1237,INV04857,29-03-2022 10:00,CUST0407,PROD005,1,122.16,5,Product 5,Sports,116.052
1238,INV01532,29-03-2022 14:00,CUST0027,PROD015,3,292.89,5,Product 15,Clothing,834.7365
1239,INV04807,29-03-2022 17:00,CUST0298,PROD025,3,47.34,5,Product 25,Grocery,134.919
1240,INV04101,29-03-2022 19:00,CUST0023,PROD041,3,54.56,20,Product 41,Electronics,130.944
1241,INV00874,29-03-2022 19:00,CUST0256,PROD020,3,56.06,10,Product 20,Toys,151.362
1242,INV04306,29-03-2022 20:00,CUST0050,PROD031,3,422.35,15,Product 31,Home & Kitchen,1076.9925
1243,INV00918,29-03-2022 22:00,CUST0046,PROD017,2,148.41,0,Product 17,Grocery,296.82
1244,INV02229,30-03-2022 01:00,CUST0022,PROD044,4,121.47,10,Product 44,Home & Kitchen,437.292
1245,INV00923,30-03-2022 02:00,CUST0311,PROD035,4,5.79,15,Product 35,Grocery,19.686
1246,INV00844,30-03-2022 06:00,CUST0141,PROD033,2,173.44,0,Product 33,Toys,346.88
1247,INV03227,30-03-2022 08:00,CUST0087,PROD001,1,441.64,10,Product 1,Toys,397.476
1248,INV03969,30-03-2022 09:00,CUST0496,PROD028,2,200.81,5,Product 28,Electronics,381.539
1249,INV02789,30-03-2022 11:00,CUST0278,PROD017,1,299.87,10,Product 17,Grocery,269.883
1250,INV02130,30-03-2022 18:00,CUST0466,PROD028,4,262.83,0,Product 28,Electronics,1051.32
1251,INV01520,30-03-2022 19:00,CUST0371,PROD024,4,466.74,0,Product 24,Clothing,1866.96
1252,INV02589,30-03-2022 23:00,CUST0055,PROD049,2,457.24,0,Product 49,Electronics,914.48
1253,INV04916,31-03-2022 02:00,CUST0370,PROD030,4,5.51,0,Product 30,Home & Kitchen,22.04
1254,INV02137,31-03-2022 06:00,CUST0203,PROD024,2,165.88,5,Product 24,Clothing,315.172
1255,INV02631,31-03-2022 11:00,CUST0290,PROD006,1,392.22,15,Product 6,Clothing,333.387
1256,INV03480,31-03-2022 12:00,CUST0403,PROD001,4,296.05,0,Product 1,Toys,1184.2
1257,INV03248,31-03-2022 13:00,CUST0251,PROD005,3,382.25,15,Product 5,Sports,974.7375
1258,INV00315,31-03-2022 19:00,CUST0089,PROD001,2,246.27,5,Product 1,Toys,467.913
1259,INV00890,31-03-2022 19:00,CUST0020,PROD042,4,63.46,5,Product 42,Home & Kitchen,241.148
1260,INV00757,31-03-2022 20:00,CUST0116,PROD048,1,431.97,0,Product 48,Toys,431.97
1261,INV02414,31-03-2022 22:00,CUST0477,PROD019,3,283.96,0,Product 19,Clothing,851.88
1262,INV02411,31-03-2022 22:00,CUST0048,PROD047,4,301.3,15,Product 47,Clothing,1024.42
1263,INV00221,31-03-2022 23:00,CUST0028,PROD045,4,382.85,20,Product 45,Sports,1225.12
1264,INV03703,31-03-2022 23:00,CUST0029,PROD022,4,376.33,10,Product 22,Electronics,1354.788
1265,INV01750,01-04-2022 01:00,CUST0451,PROD019,3,204.7,0,Product 19,Clothing,614.1
1266,INV04233,01-04-2022 02:00,CUST0344,PROD033,3,69.99,20,Product 33,Toys,167.976
1267,INV01477,01-04-2022 04:00,CUST0057,PROD021,1,139.58,0,Product 21,Sports,139.58
1268,INV04197,01-04-2022 05:00,CUST0262,PROD037,1,121.29,15,Product 37,Grocery,103.0965
1269,INV00543,01-04-2022 06:00,CUST0332,PROD039,3,340,5,Product 39,Toys,969
1270,INV00392,01-04-2022 09:00,CUST0236,PROD045,4,172.96,0,Product 45,Sports,691.84
